,Flight,Time,Length,Airline,AirportFrom,AirportTo,DayOfWeek,Class
99138,1060.0,1075.0,105.0,WN,PDX,OAK,7,1
99145,793.0,810.0,80.0,WN,JAN,HOU,2,1
99149,20.0,660.0,55.0,WN,HOU,DAL,6,1
99151,926.0,1170.0,170.0,WN,LAS,HOU,1,1
99152,18.0,500.0,110.0,WN,ABQ,MCI,6,1
99153,793.0,1155.0,165.0,WN,MDW,DEN,2,1
99154,3865.0,1260.0,70.0,WN,PHX,ONT,4,1
99163,3326.0,1210.0,180.0,WN,SAT,LAS,1,1
99165,2010.0,660.0,365.0,WN,BOS,PHX,4,1
99166,2855.0,785.0,120.0,WN,LAS,LBB,3,1
99170,1569.0,735.0,215.0,WN,STL,PHX,3,1
99174,46.0,1130.0,110.0,WN,DAL,ABQ,4,1
99179,170.0,720.0,125.0,WN,PDX,LAS,3,1
99180,2397.0,1035.0,85.0,WN,OAK,SAN,3,1
99183,1682.0,1080.0,80.0,WN,LAX,SMF,1,1
99184,1532.0,1260.0,85.0,WN,LAS,OAK,4,1
99188,3773.0,630.0,235.0,WN,PHX,TPA,1,1
99191,1317.0,640.0,100.0,WN,RNO,PHX,4,1
99196,607.0,625.0,55.0,WN,ORF,BWI,7,1
99197,1326.0,535.0,60.0,WN,LAS,SNA,4,1
99198,2899.0,1065.0,70.0,WN,SAN,PHX,1,1
99199,2866.0,1150.0,65.0,WN,MDW,SDF,6,1
99200,690.0,395.0,205.0,WN,DEN,BWI,2,1
99202,527.0,1165.0,160.0,WN,LAS,MCI,3,1
99205,3098.0,550.0,115.0,WN,MDW,PHL,5,1
99214,3326.0,1005.0,90.0,WN,MSY,DAL,4,1
99215,823.0,1155.0,295.0,WN,MDW,OAK,4,1
99217,1385.0,680.0,65.0,WN,OAK,BUR,1,1
99218,1472.0,505.0,75.0,WN,LAX,PHX,4,1
99220,300.0,1150.0,90.0,WN,MSP,STL,4,1
99222,1657.0,1190.0,135.0,WN,BNA,BDL,4,1
99230,123.0,1095.0,55.0,WN,DAL,AUS,5,1
99234,258.0,840.0,60.0,WN,DAL,HOU,7,1
99239,1121.0,795.0,80.0,WN,BWI,CMH,3,1
99241,742.0,995.0,95.0,WN,PHX,SLC,7,1
99250,323.0,1040.0,55.0,WN,JAX,TPA,3,1
99254,1252.0,705.0,185.0,WN,PVD,MCO,2,1
99257,611.0,585.0,85.0,WN,BUR,PHX,3,1
99262,597.0,625.0,135.0,WN,LAX,DEN,5,1
99263,490.0,1025.0,95.0,WN,BNA,MSY,3,1
99264,41.0,1080.0,185.0,WN,HOU,PHL,7,1
99265,3567.0,635.0,165.0,WN,TUL,PHX,4,1
99267,786.0,660.0,60.0,WN,TPA,FLL,3,1
99271,2920.0,765.0,90.0,WN,LAS,ABQ,5,1
99275,1021.0,520.0,95.0,WN,BNA,MSY,1,1
99277,1791.0,660.0,75.0,WN,ISP,BWI,6,1
99282,2031.0,875.0,80.0,WN,LAS,ABQ,2,1
99285,46.0,1130.0,110.0,WN,DAL,ABQ,5,1
99292,742.0,1225.0,120.0,WN,DEN,STL,1,1
99294,2807.0,440.0,100.0,WN,OMA,DEN,3,1
99303,2198.0,820.0,305.0,WN,BWI,SLC,2,1
99304,270.0,1005.0,60.0,WN,HOU,HRL,7,1
99314,1856.0,630.0,165.0,WN,MCI,MCO,2,1
99315,822.0,920.0,90.0,WN,BOS,BWI,7,1
99317,2391.0,525.0,125.0,WN,DEN,LAS,5,1
99319,2181.0,900.0,100.0,WN,RNO,PHX,3,1
99325,1138.0,820.0,75.0,WN,JAX,BHM,7,1
99326,942.0,795.0,80.0,WN,PVD,BWI,5,1
99327,827.0,1090.0,90.0,WN,DEN,TUL,7,1
99328,151.0,925.0,70.0,WN,SAN,PHX,7,1
99330,2807.0,540.0,65.0,WN,ONT,PHX,2,1
99352,252.0,590.0,140.0,WN,ORF,MDW,7,1
99354,704.0,645.0,60.0,WN,BOI,SLC,4,1
99361,2251.0,735.0,60.0,WN,RDU,BWI,6,1
99364,2987.0,1315.0,140.0,WN,LAS,PDX,3,1
99366,1752.0,420.0,225.0,WN,HOU,LAX,4,1
99375,525.0,980.0,85.0,WN,DAL,MCI,2,1
99379,539.0,1035.0,195.0,WN,FLL,MDW,5,1
99384,2895.0,500.0,105.0,WN,ORF,JAX,4,1
99387,1512.0,945.0,85.0,WN,MSY,TPA,2,1
99388,961.0,735.0,220.0,WN,OAK,HOU,4,1
99389,2678.0,970.0,130.0,WN,STL,PHL,7,1
99390,892.0,1305.0,80.0,WN,SFO,LAS,1,1
99396,952.0,1035.0,90.0,WN,SJC,LAS,2,1
99397,1664.0,830.0,80.0,WN,LAX,PHX,7,1
99398,779.0,390.0,140.0,WN,BWI,MCO,4,1
99400,1769.0,440.0,95.0,WN,RDU,BNA,2,1
99402,2803.0,610.0,120.0,WN,IAD,MDW,1,1
99404,1292.0,985.0,95.0,WN,BOS,BWI,5,1
99405,3751.0,720.0,155.0,WN,MDW,MCO,5,1
99406,1166.0,1060.0,235.0,WN,BWI,AUS,7,1
99408,1084.0,855.0,110.0,WN,MDW,RDU,4,1
99419,2599.0,620.0,55.0,WN,STL,SDF,6,1
99422,257.0,825.0,75.0,WN,FLL,JAX,2,1
99423,12.0,405.0,160.0,WN,MCO,HOU,4,1
99425,3484.0,720.0,85.0,WN,DTW,BWI,2,1
99427,2157.0,925.0,155.0,WN,ABQ,OAK,7,1
99428,59.0,670.0,110.0,WN,SJC,PHX,5,1
99429,3920.0,755.0,100.0,WN,OKC,DEN,5,1
99442,43.0,795.0,65.0,WN,MDW,STL,3,1
99448,2652.0,480.0,180.0,WN,AUS,BWI,7,1
99454,794.0,580.0,80.0,WN,BWI,BOS,3,1
99459,1118.0,1080.0,90.0,WN,BNA,MDW,5,1
99462,2189.0,1195.0,85.0,WN,PVD,PHL,1,1
99465,1072.0,1220.0,55.0,WN,DAL,AUS,7,1
99471,293.0,995.0,85.0,WN,SAN,OAK,2,1
99474,174.0,665.0,115.0,WN,TPA,BNA,7,1
99475,2459.0,540.0,90.0,WN,LAS,SMF,3,1
99477,1072.0,1220.0,55.0,WN,DAL,AUS,5,1
99480,642.0,510.0,130.0,WN,SLC,PDX,1,1
99483,3586.0,1185.0,80.0,WN,SAN,SJC,5,1
99485,1174.0,870.0,105.0,WN,HOU,BNA,3,1
99488,2352.0,770.0,190.0,WN,SAN,MCI,5,1
99491,3058.0,1080.0,80.0,WN,SAN,SJC,1,1
99493,827.0,825.0,100.0,WN,AUS,ELP,7,1
99494,1832.0,680.0,80.0,WN,TUS,LAS,5,1
99501,1128.0,1235.0,100.0,WN,AUS,ELP,7,1
99503,2098.0,1185.0,165.0,WN,FLL,ISP,1,1
99510,1454.0,810.0,105.0,WN,HOU,BNA,6,1
99513,660.0,900.0,85.0,WN,SLC,DEN,3,1
99516,1210.0,875.0,270.0,WN,LAS,BWI,4,1
99517,914.0,705.0,150.0,WN,TPA,HOU,1,1
99520,956.0,1055.0,115.0,WN,BUF,MDW,3,1
99524,585.0,520.0,270.0,WN,BDL,DEN,2,1
99530,2720.0,360.0,95.0,WN,ABQ,DAL,3,1
99532,1096.0,490.0,125.0,WN,DEN,PHX,1,1
99533,2716.0,660.0,70.0,WN,SDF,MDW,5,1
99538,511.0,985.0,140.0,WN,MDW,BOS,3,1
99541,3836.0,715.0,120.0,WN,SLC,LAX,2,1
99546,111.0,915.0,75.0,WN,ABQ,PHX,6,1
99548,134.0,995.0,130.0,WN,TPA,BWI,4,1
99553,1741.0,1060.0,140.0,WN,RSW,BWI,1,1
99555,781.0,595.0,235.0,WN,ONT,MDW,5,1
99560,2819.0,425.0,125.0,WN,SLC,LAX,3,1
99562,661.0,905.0,65.0,WN,LAS,LAX,3,1
99565,425.0,360.0,175.0,WN,BOS,MDW,4,1
99566,3588.0,1175.0,135.0,WN,DEN,MDW,5,1
99574,12.0,625.0,50.0,WN,DAL,OKC,1,1
99576,242.0,950.0,310.0,WN,PIT,LAS,7,1
99579,3373.0,540.0,80.0,WN,PIT,PHL,7,1
99581,3753.0,1265.0,80.0,WN,SFO,LAS,7,1
99582,256.0,665.0,155.0,WN,MCO,BDL,7,1
99586,351.0,495.0,310.0,WN,BUF,LAS,1,1
99589,942.0,725.0,150.0,WN,PDX,PHX,2,1
99597,1208.0,810.0,85.0,WN,PHX,BUR,7,1
99598,1440.0,1230.0,70.0,WN,SAN,LAS,4,1
99602,1252.0,1185.0,165.0,WN,DEN,SMF,7,1
99604,944.0,360.0,75.0,WN,OAK,ONT,5,1
99610,1906.0,470.0,125.0,WN,DEN,PHX,6,1
99619,2248.0,470.0,235.0,WN,MCI,LAX,6,1
99622,3341.0,995.0,85.0,WN,MDW,MSP,1,1
99625,2620.0,1000.0,110.0,WN,SJC,PHX,7,1
99627,756.0,690.0,155.0,WN,AUS,PHX,2,1
99629,3405.0,985.0,95.0,WN,SAN,SMF,5,1
99633,1525.0,590.0,260.0,WN,BNA,LAS,1,1
99636,1261.0,785.0,175.0,WN,DEN,PDX,5,1
99637,3074.0,370.0,200.0,WN,PHX,MDW,4,1
99638,1134.0,440.0,70.0,WN,LGA,BWI,7,1
99642,940.0,625.0,135.0,WN,MCO,PIT,3,1
99644,1585.0,510.0,165.0,WN,MCO,MHT,2,1
99650,674.0,810.0,170.0,WN,MCO,MHT,3,1
99655,475.0,1140.0,95.0,WN,LAS,SFO,2,1
99658,571.0,420.0,85.0,WN,PDX,SMF,5,1
99666,2640.0,855.0,100.0,WN,BOI,LAS,4,1
99668,544.0,1020.0,180.0,WN,BWI,MCI,6,1
99671,2640.0,855.0,100.0,WN,BOI,LAS,3,1
99672,2049.0,1085.0,75.0,WN,TUS,SAN,2,1
99674,711.0,470.0,175.0,WN,SAT,LAS,7,1
99675,1500.0,425.0,100.0,WN,BOS,PHL,2,1
99677,553.0,985.0,125.0,WN,MDW,BDL,7,1
99679,1425.0,1030.0,100.0,WN,CLE,BNA,3,1
99681,1005.0,675.0,135.0,WN,ABQ,STL,1,1
99684,115.0,1030.0,75.0,WN,ALB,BWI,3,1
99686,1262.0,795.0,240.0,WN,MDW,PHX,6,1
99687,628.0,475.0,145.0,WN,MCO,ISP,4,1
99694,30.0,510.0,75.0,WN,BDL,BWI,3,1
99702,1425.0,695.0,105.0,WN,HOU,BNA,3,1
99703,490.0,1025.0,170.0,WN,MDW,HOU,1,1
99705,167.0,1075.0,65.0,WN,DAL,SAT,4,1
99707,1170.0,605.0,205.0,WN,PHX,MDW,7,1
99708,2957.0,845.0,65.0,WN,BWI,RDU,6,1
99710,1882.0,1145.0,120.0,WN,DEN,PHX,6,1
99713,1295.0,835.0,70.0,WN,LAS,SNA,7,1
99714,3311.0,1240.0,70.0,WN,MSY,HOU,7,1
99717,961.0,625.0,75.0,WN,ONT,OAK,7,1
99721,3073.0,690.0,195.0,WN,LAS,STL,5,1
99722,1441.0,545.0,105.0,WN,OAK,PDX,6,1
99723,2539.0,635.0,115.0,WN,BNA,PHL,4,1
99725,122.0,1170.0,180.0,WN,SAT,LAS,4,1
99727,987.0,550.0,70.0,WN,CMH,MDW,1,1
99734,1051.0,1145.0,150.0,WN,BWI,ECP,7,1
99735,2415.0,560.0,120.0,WN,MDW,LGA,6,1
99738,1814.0,995.0,100.0,WN,MSY,MCO,3,1
99745,1217.0,555.0,185.0,WN,LAX,HOU,1,1
99746,596.0,1175.0,155.0,WN,LAS,AUS,4,1
99752,1995.0,695.0,185.0,WN,SAT,SAN,2,1
99757,1006.0,560.0,70.0,WN,DEN,ABQ,2,1
99759,30.0,1255.0,65.0,WN,MDW,STL,7,1
99761,479.0,1140.0,245.0,WN,BWI,SAT,4,1
99763,1181.0,965.0,90.0,WN,LAS,SMF,5,1
99768,52.0,835.0,145.0,WN,BWI,MCO,4,1
99775,931.0,990.0,180.0,WN,BWI,MCI,3,1
99777,3579.0,1145.0,90.0,WN,SAN,SFO,7,1
99780,923.0,630.0,130.0,WN,TPA,BWI,4,1
99781,2353.0,800.0,210.0,WN,DEN,MCO,7,1
99785,2396.0,1000.0,90.0,WN,BNA,MDW,6,1
99787,916.0,1210.0,140.0,WN,DEN,HOU,7,1
99793,1304.0,640.0,65.0,WN,BUR,SJC,6,1
99794,1801.0,1155.0,65.0,WN,LIT,DAL,6,1
99804,947.0,620.0,120.0,WN,MDW,MHT,3,1
99807,1511.0,955.0,115.0,WN,DEN,PHX,1,1
99809,324.0,795.0,80.0,WN,MCI,MDW,4,1
99811,591.0,1055.0,55.0,WN,HOU,SAT,5,1
99817,658.0,750.0,235.0,WN,SNA,MDW,6,1
99827,622.0,500.0,70.0,WN,MDW,CLE,1,1
99831,1657.0,625.0,85.0,WN,DAL,MCI,1,1
99837,1255.0,960.0,155.0,WN,LAS,SAT,4,1
99841,3773.0,1090.0,110.0,WN,JAX,BWI,3,1
99845,3759.0,1250.0,75.0,WN,SFO,LAX,4,1
99847,145.0,520.0,65.0,WN,OAK,BUR,4,1
99853,782.0,1195.0,170.0,WN,MDW,HOU,4,1
99856,2892.0,870.0,180.0,WN,RSW,MDW,4,1
99858,390.0,375.0,110.0,WN,DAL,ELP,4,1
99859,1297.0,480.0,80.0,WN,BUR,PHX,5,1
99863,1413.0,805.0,110.0,WN,SJC,PHX,2,1
99876,317.0,655.0,100.0,WN,BOI,LAS,3,1
99883,1231.0,420.0,185.0,WN,ISP,TPA,7,1
99893,2108.0,965.0,105.0,WN,BNA,TPA,2,1
99902,288.0,935.0,110.0,WN,DAL,ABQ,4,1
99904,2290.0,1220.0,110.0,WN,LAS,DEN,4,1
99905,1011.0,390.0,80.0,WN,LAS,SLC,1,1
99908,46.0,1200.0,95.0,WN,ABQ,LAS,4,1
99909,500.0,855.0,60.0,WN,HOU,MSY,2,1
99912,2805.0,620.0,105.0,WN,BNA,MCI,6,1
99921,1297.0,395.0,65.0,WN,SJC,BUR,4,1
99922,2779.0,1080.0,225.0,WN,STL,LAS,6,1
99926,1543.0,505.0,130.0,WN,BNA,HOU,6,1
99927,3576.0,630.0,175.0,WN,FLL,PVD,4,1
99928,963.0,1215.0,165.0,WN,FLL,PHL,4,1
99931,1615.0,515.0,175.0,WN,DEN,SFO,1,1
99938,731.0,765.0,65.0,WN,SNA,LAS,7,1
99942,2807.0,700.0,155.0,WN,PHX,MCI,3,1
99947,200.0,1030.0,95.0,WN,DAL,STL,4,1
99948,1326.0,530.0,275.0,WN,MDW,LAX,1,1
99950,709.0,860.0,155.0,WN,ABQ,OAK,1,1
99955,909.0,955.0,70.0,WN,CMH,MDW,3,1
99958,3341.0,995.0,85.0,WN,MDW,MSP,1,1
99964,259.0,745.0,175.0,WN,LAS,MCI,7,1
99968,536.0,1155.0,185.0,WN,LAS,STL,2,1
99971,3920.0,550.0,110.0,WN,CLE,STL,1,1
99977,950.0,445.0,105.0,WN,SMF,PHX,2,1
99983,220.0,1295.0,60.0,WN,LAS,SAN,3,1
99986,2176.0,1185.0,65.0,WN,PHX,LAS,4,1
99988,1448.0,840.0,75.0,WN,ALB,BWI,6,1
99991,922.0,700.0,210.0,WN,PHX,IND,7,1
99994,925.0,820.0,80.0,WN,LAX,TUS,1,1
100001,35.0,900.0,65.0,WN,DAL,HOU,4,1
100002,1264.0,1005.0,145.0,WN,HOU,MDW,7,1
100003,841.0,810.0,55.0,WN,DAL,TUL,6,1
100009,1057.0,1015.0,140.0,WN,DEN,HOU,4,1
100010,1336.0,1120.0,115.0,WN,HOU,TPA,5,1
100016,3754.0,545.0,135.0,WN,ORF,TPA,1,1
100017,3403.0,990.0,195.0,WN,BOS,STL,3,1
100019,375.0,585.0,85.0,WN,SNA,OAK,2,1
100022,16.0,920.0,80.0,WN,LAX,SFO,1,1
100023,596.0,1175.0,155.0,WN,LAS,AUS,3,1
100031,2175.0,775.0,260.0,WN,MSY,LAX,4,1
100045,1364.0,950.0,85.0,WN,DEN,OKC,6,1
100047,3762.0,1010.0,60.0,WN,RNO,SJC,5,1
100051,2710.0,1175.0,65.0,WN,STL,LIT,3,1
100053,201.0,475.0,125.0,WN,HOU,MCO,1,1
100055,489.0,785.0,140.0,WN,PIT,MCO,4,1
100056,2449.0,1245.0,75.0,WN,BWI,PVD,4,1
100059,9.0,835.0,115.0,WN,STL,BWI,4,1
100061,540.0,595.0,70.0,WN,SAN,PHX,3,1
100067,2697.0,715.0,70.0,WN,BHM,MSY,1,1
100071,1481.0,520.0,145.0,WN,DEN,SAN,2,1
100072,1599.0,1010.0,115.0,WN,BHM,HOU,4,1
100078,2190.0,660.0,80.0,WN,LAX,SFO,5,1
100079,2990.0,765.0,180.0,WN,MCI,FLL,5,1
100081,952.0,1035.0,90.0,WN,SJC,LAS,1,1
100088,1752.0,1090.0,155.0,WN,AUS,PHX,2,1
100090,1801.0,885.0,170.0,WN,MCO,MDW,5,1
100095,353.0,555.0,185.0,WN,BDL,MCO,3,1
100103,711.0,485.0,175.0,WN,SAT,LAS,3,1
100105,691.0,985.0,85.0,WN,MSY,DAL,4,1
100106,3150.0,690.0,70.0,WN,BUF,BWI,4,1
100107,225.0,820.0,65.0,WN,STL,MCI,4,1
100113,1434.0,1145.0,260.0,WN,HOU,OAK,1,1
100115,340.0,985.0,210.0,WN,MSP,PHX,3,1
100121,1408.0,1205.0,150.0,WN,PDX,PHX,3,1
100122,683.0,680.0,60.0,WN,MCO,FLL,7,1
100123,256.0,630.0,245.0,WN,PHX,MCO,2,1
100126,2652.0,480.0,180.0,WN,AUS,BWI,7,1
100129,40.0,490.0,70.0,WN,CMH,BWI,1,1
100130,2903.0,885.0,80.0,WN,DAL,MSY,7,1
100131,195.0,525.0,160.0,WN,DEN,SNA,4,1
100132,3512.0,555.0,120.0,WN,DEN,STL,4,1
100135,49.0,925.0,100.0,WN,ABQ,DAL,2,1
100137,1295.0,1110.0,45.0,WN,HOU,AUS,6,1
100140,2991.0,1160.0,155.0,WN,DEN,MSY,1,1
100145,30.0,1060.0,200.0,WN,PHX,MDW,5,1
100147,1693.0,1275.0,125.0,WN,PHX,OAK,3,1
100157,1122.0,400.0,200.0,WN,DTW,DEN,2,1
100162,485.0,560.0,95.0,WN,GEG,SLC,2,1
100163,257.0,485.0,155.0,WN,ABQ,OAK,3,1
100165,390.0,655.0,120.0,WN,OAK,SEA,2,1
100166,435.0,970.0,80.0,WN,MDW,PIT,3,1
100167,1856.0,630.0,165.0,WN,MCI,MCO,5,1
100171,333.0,1180.0,80.0,WN,LAX,SMF,4,1
100172,1814.0,630.0,215.0,WN,LAX,MSY,5,1
100186,888.0,540.0,125.0,WN,OAK,GEG,4,1
100188,903.0,815.0,80.0,WN,HOU,OKC,3,1
100196,3833.0,1175.0,85.0,WN,PHX,LAX,2,1
100197,589.0,1295.0,75.0,WN,LAS,SLC,4,1
100198,702.0,680.0,135.0,WN,ABQ,STL,1,1
100199,691.0,1170.0,105.0,WN,TUL,DEN,3,1
100200,1978.0,940.0,90.0,WN,SMF,PDX,5,1
100207,686.0,900.0,100.0,WN,TPA,MSY,3,1
100208,768.0,415.0,160.0,WN,PIT,TPA,4,1
100211,195.0,365.0,185.0,WN,BNA,DEN,4,1
100212,755.0,610.0,60.0,WN,BWI,PIT,4,1
100223,760.0,845.0,110.0,WN,LAX,ELP,7,1
100224,1693.0,1275.0,125.0,WN,PHX,OAK,4,1
100234,1968.0,1040.0,95.0,WN,MSP,MDW,7,1
100235,961.0,435.0,180.0,WN,OMA,PHX,3,1
100238,1491.0,910.0,75.0,WN,SJC,SNA,4,1
100240,960.0,910.0,70.0,WN,BWI,PVD,4,1
100243,406.0,685.0,270.0,WN,PHX,PHL,1,1
100246,3145.0,960.0,70.0,WN,SMF,BUR,3,1
100249,832.0,590.0,60.0,WN,HRL,AUS,7,1
100253,1395.0,1015.0,60.0,WN,TUL,DAL,7,1
100254,783.0,1205.0,65.0,WN,PHX,ELP,4,1
100266,2446.0,890.0,70.0,WN,CMH,BWI,1,1
100283,163.0,570.0,265.0,WN,STL,SEA,4,1
100284,984.0,475.0,90.0,WN,MDW,MCI,1,1
100286,861.0,1225.0,70.0,WN,LAX,OAK,7,1
100289,3580.0,1020.0,85.0,WN,SFO,SAN,7,1
100290,2489.0,690.0,225.0,WN,HOU,LAX,5,1
100293,2273.0,835.0,65.0,WN,BOI,GEG,7,1
100294,3567.0,635.0,165.0,WN,TUL,PHX,5,1
100301,817.0,575.0,255.0,WN,SJC,MDW,5,1
100302,732.0,1265.0,55.0,WN,DAL,AUS,2,1
100303,2027.0,1115.0,200.0,WN,DTW,DEN,7,1
100304,2083.0,515.0,125.0,WN,DEN,BOI,7,1
100305,619.0,985.0,250.0,WN,LAS,PIT,7,1
100306,680.0,920.0,230.0,WN,STL,LAS,3,1
100308,1050.0,840.0,60.0,WN,RDU,BWI,1,1
100317,3496.0,420.0,195.0,WN,LIT,PHX,3,1
100321,1099.0,990.0,55.0,WN,MCI,STL,2,1
100323,161.0,645.0,170.0,WN,MDW,HOU,2,1
100329,411.0,1195.0,125.0,WN,DEN,AUS,3,1
100330,2581.0,1085.0,70.0,WN,JAX,FLL,6,1
100331,236.0,950.0,185.0,WN,MCO,MCI,2,1
100339,347.0,865.0,205.0,WN,DEN,MCO,3,1
100341,1791.0,1055.0,85.0,WN,OMA,MDW,5,1
100343,204.0,1155.0,145.0,WN,BWI,STL,3,1
100344,1441.0,645.0,280.0,WN,CMH,LAS,7,1
100345,954.0,450.0,170.0,WN,HOU,BWI,5,1
100354,1139.0,770.0,110.0,WN,MDW,BWI,2,1
100355,958.0,510.0,75.0,WN,SJC,SAN,1,1
100360,996.0,1090.0,55.0,WN,HRL,SAT,3,1
100362,314.0,1035.0,240.0,WN,MDW,PHX,6,1
100369,852.0,640.0,70.0,WN,ABQ,TUS,3,1
100374,124.0,885.0,90.0,WN,TUS,LAX,2,1
100380,598.0,515.0,150.0,WN,DEN,GEG,5,1
100381,1499.0,530.0,70.0,WN,MDW,STL,2,1
100389,269.0,1210.0,160.0,WN,MCO,ALB,1,1
100393,2825.0,440.0,155.0,WN,DEN,LAX,6,1
100394,3763.0,600.0,90.0,WN,SLC,DEN,5,1
100397,771.0,970.0,95.0,WN,LAS,OAK,4,1
100399,1883.0,775.0,145.0,WN,BWI,MCO,5,1
100418,1458.0,1120.0,50.0,WN,SAT,HOU,4,1
100419,620.0,500.0,295.0,WN,BOS,DEN,6,1
100422,782.0,445.0,240.0,WN,LAX,MDW,1,1
100423,2718.0,1265.0,75.0,WN,SMF,ONT,3,1
100426,1037.0,960.0,70.0,WN,BHM,MSY,4,1
100433,767.0,720.0,65.0,WN,LIT,DAL,2,1
100435,993.0,670.0,85.0,WN,SFO,SNA,7,1
100437,885.0,485.0,85.0,WN,MDW,BNA,1,1
100438,1356.0,700.0,75.0,WN,FLL,JAX,3,1
100444,1100.0,805.0,80.0,WN,PVD,BWI,2,1
100445,1955.0,935.0,70.0,WN,MDW,DTW,5,1
100451,1918.0,615.0,230.0,WN,LAS,CMH,6,1
100453,1888.0,930.0,140.0,WN,ALB,MDW,6,1
100454,1566.0,900.0,245.0,WN,MCI,PDX,4,1
100455,3773.0,630.0,235.0,WN,PHX,TPA,5,1
100457,282.0,765.0,80.0,WN,ONT,SMF,4,1
100458,1016.0,810.0,155.0,WN,DEN,LAX,3,1
100467,881.0,1055.0,85.0,WN,SLC,RNO,5,1
100470,3758.0,920.0,80.0,WN,OAK,SNA,5,1
100473,329.0,1250.0,80.0,WN,SLC,LAS,4,1
100475,1161.0,1110.0,205.0,WN,HOU,LAS,4,1
100476,747.0,740.0,135.0,WN,CMH,TPA,7,1
100477,1730.0,500.0,190.0,WN,FLL,MDW,5,1
100480,453.0,1230.0,85.0,WN,MDW,BUF,2,1
100481,2552.0,1120.0,55.0,WN,TPA,FLL,3,1
100482,311.0,540.0,190.0,WN,PHX,SEA,3,1
100483,1592.0,935.0,60.0,WN,FLL,MCO,2,1
100486,608.0,1115.0,50.0,WN,OAK,RNO,1,1
100489,293.0,930.0,165.0,WN,TPA,AUS,7,1
100493,29.0,895.0,50.0,WN,HOU,CRP,5,1
100494,640.0,450.0,60.0,WN,SAT,DAL,4,1
100501,569.0,595.0,250.0,WN,LAS,TPA,2,1
100502,24.0,875.0,115.0,WN,ELP,SAN,6,1
100504,3394.0,715.0,190.0,WN,SAN,MCI,2,1
100505,3848.0,1175.0,190.0,WN,DEN,SEA,6,1
100508,707.0,1000.0,65.0,WN,OAK,BUR,3,1
100516,604.0,1170.0,155.0,WN,BWI,TPA,2,1
100532,2208.0,835.0,110.0,WN,BHM,MDW,3,1
100537,2.0,480.0,60.0,WN,DAL,LIT,5,1
100542,1344.0,1170.0,65.0,WN,BWI,RDU,6,1
100544,2378.0,795.0,65.0,WN,SNA,LAS,4,1
100547,3100.0,1260.0,100.0,WN,SLC,PHX,7,1
100549,1344.0,655.0,60.0,WN,FLL,TPA,7,1
100550,632.0,1145.0,175.0,WN,BOS,MDW,2,1
100552,1580.0,1130.0,65.0,WN,MAF,DAL,4,1
100554,410.0,530.0,80.0,WN,BWI,CMH,3,1
100556,110.0,560.0,115.0,WN,ELP,LAS,5,1
100559,1827.0,1260.0,75.0,WN,ONT,OAK,5,1
100561,2887.0,395.0,80.0,WN,LAX,SFO,5,1
100571,2710.0,1060.0,140.0,WN,RDU,STL,7,1
100578,3358.0,955.0,70.0,WN,SAN,LAS,7,1
100579,154.0,940.0,85.0,WN,SNA,OAK,6,1
100580,2039.0,580.0,215.0,WN,LAS,IND,3,1
100583,477.0,440.0,115.0,WN,BUF,MDW,2,1
100586,1440.0,1120.0,85.0,WN,OAK,SAN,4,1
100587,2643.0,610.0,105.0,WN,MDW,IAD,3,1
100589,20.0,740.0,65.0,WN,DAL,LBB,2,1
100595,5.0,565.0,60.0,WN,HOU,MSY,4,1
100596,1785.0,960.0,85.0,WN,MDW,BNA,6,1
100597,1605.0,1130.0,60.0,WN,SJC,BUR,3,1
100609,3657.0,450.0,60.0,WN,BUR,LAS,2,1
100611,1499.0,530.0,70.0,WN,MDW,STL,5,1
100612,1642.0,1020.0,80.0,WN,SAN,SJC,1,1
100613,1256.0,1040.0,70.0,WN,SLC,BOI,4,1
100614,1015.0,995.0,70.0,WN,SAN,PHX,3,1
100621,3843.0,760.0,245.0,WN,PHX,BUF,4,1
100622,1753.0,665.0,70.0,WN,JAX,FLL,3,1
100625,444.0,795.0,205.0,WN,PHX,MDW,5,1
100628,211.0,565.0,120.0,WN,ABQ,SAN,4,1
100629,2529.0,455.0,160.0,WN,DEN,LAX,3,1
100633,2469.0,1090.0,60.0,WN,BWI,ISP,3,1
100635,2712.0,1145.0,285.0,WN,MDW,SEA,7,1
100638,298.0,1225.0,235.0,WN,MCI,LAX,7,1
100640,3245.0,910.0,130.0,WN,SJC,SEA,6,1
100643,1868.0,500.0,65.0,WN,MDW,SDF,5,1
100657,782.0,1195.0,170.0,WN,MDW,HOU,3,1
100659,1668.0,1115.0,65.0,WN,LAX,SJC,6,1
100661,3230.0,995.0,130.0,WN,BNA,HOU,2,1
100662,2188.0,1170.0,205.0,WN,LAS,MDW,7,1
100663,823.0,620.0,90.0,WN,TUS,LAX,3,1
100670,924.0,475.0,70.0,WN,RNO,BOI,7,1
100674,371.0,720.0,105.0,WN,SMF,PHX,2,1
100679,1082.0,805.0,180.0,WN,SAN,HOU,5,1
100681,527.0,645.0,60.0,WN,FLL,TPA,2,1
100685,3586.0,1185.0,80.0,WN,SAN,SJC,2,1
100686,771.0,790.0,330.0,WN,BWI,LAS,7,1
100688,2630.0,630.0,70.0,WN,DTW,MDW,4,1
100691,1030.0,450.0,85.0,WN,SJC,LAS,6,1
100693,40.0,765.0,75.0,WN,MCO,ECP,1,1
100698,2120.0,1075.0,100.0,WN,ABQ,LAS,6,1
